"","app_num","year","sic","class"
"1881",13857914,2013,27,"No"
"1882",13642126,2013,14,"Yes"
"1883",13745530,2013,39,"No"
"1884",14091564,2013,38,"No"
"1885",13798482,2013,31,"No"
"1886",13760652,2013,56,"does"
"1887",13898837,2013,40,"Yes"
"1888",14076229,2013,27,"Yes"
"1889",13966562,2013,56,"No"
"1890",13853905,2013,43,"Yes"
"1891",13963683,2013,56,"No"
"1892",13880186,2013,16,"No"
"1893",13839083,2013,55,"the"
"1894",13962367,2013,56,"No"
"1895",12593584,2013,39,"Yes"
"1896",13796980,2013,30,"Yes"
"1897",14056767,2013,43,"No"
"1898",13910567,2013,8,"No"
"1899",13837449,2013,51,"No"
"1900",13953872,2013,56,"Yes"
"1901",13891441,2013,30,"No"
"1902",13735503,2013,27,"Yes"
"1903",13745676,2013,36,"Yes"
"1904",14015134,2013,38,"electric"
"1905",13918265,2013,21,"No"
"1906",14116028,2013,55,"No"
"1907",14111948,2013,21,"No"
"1908",13834921,2013,56,"No"
"1909",14074331,2013,42,"No"
"1910",13745448,2013,30,"Yes"
"1911",14056807,2013,55,"No"
"1912",14037611,2013,43,"Yes"
"1913",13641626,2013,40,"Yes"
"1914",14030614,2013,55,"Yes"
"1915",14012184,2013,52,"Yes"
"1916",13869848,2013,55,"Yes"
"1917",13946033,2013,27,"Yes"
"1918",13897470,2013,27,"Yes"
"1919",13825230,2013,55,"not"
"1920",13906801,2013,27,"Yes"
"1921",13775483,2013,56,"No"
"1922",14013064,2013,43,"Yes"
"1923",13791392,2013,55,"Yes"
"1924",13906965,2013,54,"Yes"
"1925",14125513,2013,36,"No"
"1926",13988370,2013,51,"No"
"1927",13831091,2013,55,"No"
"1928",13813657,2013,16,"No"
"1929",14096522,2013,43,"No"
"1930",13918351,2013,27,"Yes"
"1931",14047908,2013,17,"Yes"
"1932",14039889,2013,35,"Yes"
"1933",14030359,2013,56,"No"
"1934",13919121,2013,31,"No"
"1935",13884245,2013,46,"No"
"1936",13993174,2013,21,"No"
"1937",14133838,2013,36,"No"
"1938",13850597,2013,46,"No"
"1939",13851300,2013,21,"No"
"1940",13813175,2013,16,"No"
"1941",13956049,2013,43,"Yes"
"1942",13892546,2013,55,"Yes"
"1943",13826646,2013,30,"Yes"
"1944",13753577,2013,56,"No"
"1945",14083823,2013,55,"No"
"1946",13811960,2013,54,"No"
"1947",14029723,2013,39,"No"
"1948",14054128,2013,15,"No"
"1949",14139163,2013,50,"in"
"1950",13891345,2013,54,"No"
"1951",13866900,2013,43,"No"
"1952",13857953,2013,55,"Yes"
"1953",13992199,2013,25,"Yes"
"1954",13894324,2013,38,"Yes"
"1955",13817487,2013,54,"No"
"1956",14111843,2013,31,"No"
"1957",13761388,2013,56,"No"
"1958",14105874,2013,27,"No"
"1959",13765674,2013,56,"Yes"
"1960",13845086,2013,29,"No"
"1961",13736690,2013,27,"Yes"
"1962",13796815,2013,54,"Yes"
"1963",13901746,2013,46,"No"
"1964",14061463,2013,55,"No"
"1965",13870062,2013,54,"No"
"1966",13826086,2013,39,"No"
"1967",13980844,2013,35,"Yes"
"1968",13811428,2013,13,"No"
"1969",13762098,2013,56,"No"
"1970",14106312,2013,7,"No"
"1971",13800458,2013,36,"Yes"
"1972",13923647,2013,43,"Yes"
"1973",13885335,2013,54,"in"
"1974",14007069,2013,29,"No"
"1975",13922822,2013,27,"No"
"1976",13954197,2013,30,"Yes"
"1977",13830808,2013,46,"No"
"1978",13741255,2013,43,"Yes"
"1979",13814556,2013,56,"in"
"1980",14073301,2013,54,"No"
"1981",14034719,2013,21,"No"
"1982",13827195,2013,21,"No"
"1983",13886304,2013,36,"Yes"
"1984",13856093,2013,43,"in"
"1985",14029153,2013,17,"non"
"1986",13992927,2013,14,"Yes"
"1987",13762978,2013,56,"Yes"
"1988",14109647,2013,55,"Yes"
"1989",14110355,2013,56,"the"
"1990",14069948,2013,43,"Yes"
"1991",14132318,2013,27,"Yes"
"1992",13756282,2013,43,"Yes"
"1993",13893097,2013,27,"in"
"1994",13917242,2013,30,"in"
"1995",13994463,2013,43,"Yes"
"1996",13830903,2013,54,"No"
"1997",13957484,2013,46,"No"
"1998",13914525,2013,56,"No"
"1999",13976395,2013,55,"No"
"2000",13901003,2013,55,"No"
"2001",13893476,2013,43,"Yes"
"2002",14096898,2013,27,"Yes"
"2003",13966501,2013,43,"Yes"
"2004",13962620,2013,36,"No"
"2005",14106835,2013,27,"Yes"
"2006",13908013,2013,56,"Yes"
"2007",13929048,2013,6,"Yes"
"2008",13780368,2013,24,"No"
"2009",14028492,2013,56,"No"
"2010",13858724,2013,7,"No"
"2011",14091498,2013,55,"Yes"
"2012",13832364,2013,55,"No"
"2013",14047790,2013,29,"No"
"2014",14099980,2013,51,"Yes"
"2015",13819167,2013,46,"No"
"2016",13986742,2013,49,"No"
"2017",14026981,2013,38,"No"
"2018",13925637,2013,27,"Yes"
"2019",13772025,2013,55,"Yes"
"2020",14075616,2013,35,"Yes"
"2021",14035047,2013,46,"No"
"2022",13953544,2013,30,"No"
"2023",13833305,2013,55,"No"
"2024",13743210,2013,55,"Yes"
"2025",13846563,2013,43,"Yes"
"2026",13695819,2013,43,"No"
"2027",13761983,2013,43,"the"
"2028",13969865,2013,35,"Yes"
"2029",13832158,2013,55,"No"
"2030",14064588,2013,35,"Yes"
"2031",13814492,2013,55,"res"
"2032",13862681,2013,39,"No"
"2033",13935030,2013,52,"No"
"2034",14047858,2013,25,"No"
"2035",14068205,2013,46,"No"
"2036",14089338,2013,55,"Yes"
"2037",14038603,2013,30,"Yes"
"2038",13843587,2013,54,"No"
"2039",14100085,2013,54,"unit"
"2040",13855261,2013,43,"Yes"
"2041",13796508,2013,36,"No"
"2042",13847098,2013,21,"No"
"2043",13815729,2013,36,"Yes"
"2044",13974970,2013,15,"Yes"
"2045",13845456,2013,56,"Yes"
"2046",13866521,2013,21,"No"
"2047",14042066,2013,55,"No"
"2048",13957848,2013,1,"No"
"2049",13904041,2013,38,"No"
"2050",13775904,2013,30,"No"
"2051",13923262,2013,42,"of"
"2052",13812905,2013,21,"No"
"2053",13788755,2013,56,"No"
"2054",13941453,2013,31,"No"
"2055",13802980,2013,43,"Yes"
"2056",14058414,2013,24,"Yes"
"2057",13761619,2013,27,"Yes"
"2058",13772223,2013,56,"position"
"2059",13856243,2013,30,"No"
"2060",14003409,2013,17,"Yes"
"2061",13847984,2013,55,"Yes"
"2062",13914144,2013,43,"Yes"
"2063",13899482,2013,27,"No"
"2064",13956655,2013,46,"Yes"
"2065",13761040,2013,55,"Yes"
"2066",13787026,2013,14,"Yes"
"2067",13928669,2013,27,"No"
"2068",14137010,2013,27,"No"
"2069",13865747,2013,26,"No"
"2070",13771628,2013,21,"No"
"2071",14084814,2013,46,"reading"
"2072",14116626,2013,16,"No"
"2073",14076017,2013,35,"No"
"2074",14054714,2013,27,"Yes"
"2075",14015927,2013,43,"Yes"
"2076",13762427,2013,16,"No"
"2077",13748290,2013,14,"Yes"
"2078",14093217,2013,27,"Yes"
"2079",13896582,2013,56,"Yes"
"2080",13785755,2013,40,"No"
"2081",14085871,2013,27,"Yes"
"2082",13789736,2013,55,"Yes"
"2083",14070765,2013,56,"No"
"2084",13784930,2013,14,"No"
"2085",13962078,2013,24,"Yes"
"2086",13833164,2013,56,"No"
"2087",13834004,2013,25,"No"
"2088",13979946,2013,29,"Yes"
"2089",13837744,2013,39,"No"
"2090",14110753,2013,46,"No"
"2091",13870664,2013,15,"Yes"
"2092",13882445,2013,40,"No"
"2093",13752289,2013,35,"Yes"
"2094",13782173,2013,27,"No"
"2095",14083913,2013,56,"No"
"2096",13960931,2013,43,"Yes"
"2097",13868067,2013,54,"No"
"2098",13909490,2013,55,"Yes"
"2099",13908701,2013,56,"No"
"2100",13881205,2013,31,"No"
"2101",13995706,2013,35,"No"
"2102",13916845,2013,42,"No"
"2103",13799399,2013,56,"No"
"2104",14142185,2013,39,"No"
"2105",13950887,2013,36,"No"
"2106",13743757,2013,27,"No"
"2107",14010603,2013,54,"No"
"2108",13857837,2013,56,"No"
"2109",14100737,2013,35,"Yes"
"2110",13976816,2013,46,"No"
"2111",13869991,2013,27,"Yes"
"2112",14000404,2013,35,"No"
"2113",13790851,2013,27,"No"
"2114",13837486,2013,56,"No"
"2115",14062627,2013,16,"Yes"
"2116",13701626,2013,43,"Yes"
"2117",14067913,2013,43,"Yes"
"2118",13954384,2013,55,"no"
"2119",13911225,2013,55,"Yes"
"2120",13963254,2013,46,"Yes"
"2121",13896430,2013,27,"Yes"
"2122",13925120,2013,25,"No"
"2123",14058318,2013,56,"No"
"2124",14034199,2013,43,"Yes"
"2125",13815446,2013,38,"Yes"
"2126",13884730,2013,56,"No"
"2127",13885835,2013,29,"No"
"2128",13917919,2013,36,"Yes"
"2129",13996201,2013,30,"No"
"2130",13886092,2013,36,"Yes"
"2131",13922892,2013,29,"Yes"
"2132",13695667,2013,46,"No"
"2133",14110743,2013,29,"No"
"2134",14001081,2013,38,"Yes"
"2135",13971538,2013,38,"No"
"2136",13820397,2013,36,"Yes"
"2137",14141776,2013,30,"No"
"2138",13880576,2013,30,"Yes"
"2139",13909776,2013,39,"No"
"2140",13824968,2013,30,"No"
"2141",13945774,2013,35,"adaptive"
"2142",14075673,2013,29,"No"
"2143",13751535,2013,26,"No"
"2144",13955301,2013,25,"No"
"2145",14010000,2013,23,"No"
"2146",13922971,2013,31,"Yes"
"2147",13811560,2013,7,"Yes"
"2148",14117685,2013,16,"No"
"2149",13966327,2013,52,"No"
"2150",14076190,2013,52,"No"
"2151",14069498,2013,42,"No"
"2152",13577507,2013,38,"Yes"
"2153",13938812,2013,38,"Yes"
"2154",13862180,2013,17,"No"
"2155",13811380,2013,31,"oil"
"2156",14135770,2013,14,"Yes"
"2157",14074462,2013,40,"Yes"
"2158",14078625,2013,31,"Yes"
"2159",13801168,2013,16,"No"
"2160",13910053,2013,38,"No"
"2161",13938623,2013,42,"Yes"
"2162",13744949,2013,14,"Yes"
"2163",13772208,2013,26,"No"
"2164",13748650,2013,35,"Yes"
"2165",13853384,2013,35,"No"
"2166",13813956,2013,40,"Yes"
"2167",14004006,2013,35,"Yes"
"2168",14078297,2013,38,"Yes"
"2169",14142627,2013,35,"s"
"2170",14037726,2013,26,"Yes"
"2171",13578089,2013,24,"No"
"2172",13261665,2013,31,"No"
"2173",13884429,2013,40,"No"
"2174",14126345,2013,26,"No"
"2175",14061896,2013,47,"No"
"2176",13899572,2013,35,"the"
"2177",14073610,2013,24,"No"
"2178",13941104,2013,6,"No"
"2179",14007399,2013,35,"Yes"
"2180",14031027,2013,31,"No"
"2181",13841328,2013,52,"No"
"2182",14003311,2013,35,"Yes"
"2183",14084195,2013,31,"Yes"
"2184",14004992,2013,14,"No"
"2185",13408383,2012,27,"Yes"
"2186",13665396,2012,21,"Yes"
"2187",13348521,2012,32,"No"
"2188",13617525,2012,27,"Yes"
"2189",13629925,2012,40,"Yes"
"2190",13582473,2012,54,"Yes"
"2191",13661489,2012,29,"Yes"
"2192",13435706,2012,35,"Yes"
"2193",13687151,2012,30,"Yes"
"2194",13644980,2012,54,"No"
"2195",13669938,2012,56,"No"
"2196",13718965,2012,43,"Yes"
"2197",13608141,2012,43,"No"
"2198",13720326,2012,40,"No"
"2199",13645334,2012,43,"Yes"
"2200",13496250,2012,31,"No"
"2201",13728402,2012,40,"Yes"
"2202",13663225,2012,43,"Yes"
"2203",13464824,2012,36,"Yes"
"2204",13399518,2012,27,"No"
"2205",13731987,2012,56,"No"
"2206",13261470,2012,21,"No"
"2207",13626050,2012,55,"computer"
"2208",13319241,2012,31,"Yes"
"2209",13443332,2012,15,"No"
"2210",13454770,2012,46,"No"
"2211",13728313,2012,17,"Yes"
"2212",13428117,2012,55,"No"
"2213",13505423,2012,27,"Yes"
"2214",13626968,2012,56,"Yes"
"2215",13695549,2012,26,"Yes"
"2216",13479064,2012,27,"Yes"
"2217",13567481,2012,21,"No"
"2218",13566012,2012,55,"in"
"2219",13638899,2012,46,"No"
"2220",13652485,2012,55,"No"
"2221",13398444,2012,27,"No"
"2222",13450578,2012,27,"Yes"
"2223",13638607,2012,21,"No"
"2224",13426133,2012,43,"Yes"
"2225",13431020,2012,36,"Yes"
"2226",13663893,2012,15,"Yes"
"2227",13696997,2012,46,"Yes"
"2228",13552565,2012,43,"Yes"
"2229",13492937,2012,21,"No"
"2230",13470329,2012,43,"No"
"2231",13414498,2012,54,"No"
"2232",13460268,2012,27,"Yes"
"2233",13651667,2012,43,"Yes"
"2234",13357334,2012,27,"Yes"
"2235",13382656,2012,55,"impl"
"2236",13426428,2012,25,"No"
"2237",13720609,2012,30,"Yes"
"2238",13636517,2012,43,"No"
"2239",13503400,2012,43,"image"
"2240",13442844,2012,21,"Yes"
"2241",13630765,2012,14,"No"
"2242",13522452,2012,56,"Yes"
"2243",13446509,2012,31,"Yes"
"2244",13576335,2012,11,"No"
"2245",13627033,2012,46,"No"
"2246",13504494,2012,25,"No"
"2247",13407745,2012,27,"No"
"2248",13599016,2012,56,"Yes"
"2249",13494567,2012,55,"system"
"2250",13372096,2012,36,"Yes"
"2251",13662226,2012,56,"No"
"2252",13434060,2012,43,"No"
"2253",13640123,2012,30,"No"
"2254",13533992,2012,43,"Yes"
"2255",13718234,2012,56,"No"
"2256",13395286,2012,38,"Yes"
"2257",13604511,2012,27,"No"
"2258",13388973,2012,55,"Yes"
"2259",13386016,2012,30,"No"
"2260",13666708,2012,54,"No"
"2261",13614915,2012,36,"No"
"2262",13657701,2012,31,"Yes"
"2263",13345788,2012,54,"No"
"2264",13551550,2012,56,"Yes"
"2265",13477061,2012,27,"Yes"
"2266",13531664,2012,55,"No"
"2267",13667862,2012,17,"Yes"
"2268",13386950,2012,14,"No"
"2269",13597150,2012,27,"Yes"
"2270",13486810,2012,54,"No"
"2271",13586772,2012,43,"No"
"2272",13528479,2012,56,"No"
"2273",13476364,2012,43,"Yes"
"2274",13587063,2012,55,"Yes"
"2275",13644388,2012,43,"Yes"
"2276",13584465,2012,27,"Yes"
"2277",13641302,2012,21,"Yes"
"2278",13493679,2012,27,"Yes"
"2279",13260791,2012,40,"No"
"2280",13629372,2012,17,"No"
"2281",13344765,2012,43,"Yes"
"2282",13578682,2012,17,"Yes"
"2283",13366040,2012,56,"part"
"2284",13430782,2012,54,"No"
"2285",13584913,2012,21,"No"
"2286",13480247,2012,39,"Yes"
"2287",13581969,2012,43,"Yes"
"2288",13623748,2012,27,"Yes"
"2289",13684445,2012,13,"Yes"
"2290",13625627,2012,31,"No"
"2291",13675298,2012,8,"Yes"
"2292",13343516,2012,36,"No"
"2293",13602645,2012,43,"No"
"2294",13353163,2012,55,"No"
"2295",13516260,2012,46,"No"
"2296",13484027,2012,36,"Yes"
"2297",13640479,2012,15,"No"
"2298",13594014,2012,39,"surface"
"2299",13489945,2012,29,"No"
"2300",13372955,2012,43,"Yes"
"2301",13442221,2012,8,"Yes"
"2302",13383117,2012,56,"Yes"
"2303",13640656,2012,30,"the"
"2304",13488925,2012,36,"Yes"
"2305",13367634,2012,43,"Yes"
"2306",13668953,2012,27,"Yes"
"2307",13593668,2012,40,"No"
"2308",13614808,2012,27,"Yes"
"2309",13549055,2012,35,"No"
"2310",13727300,2012,46,"No"
"2311",13671282,2012,15,"No"
"2312",13385378,2012,21,"No"
"2313",13570311,2012,55,"No"
"2314",13446244,2012,39,"No"
"2315",13621673,2012,43,"Yes"
"2316",13625664,2012,36,"Yes"
"2317",13394832,2012,24,"the"
"2318",13568507,2012,55,"Yes"
"2319",13636734,2012,31,"No"
"2320",13319930,2012,29,"Yes"
"2321",13657311,2012,31,"Yes"
"2322",13513746,2012,27,"No"
"2323",13494886,2012,25,"No"
"2324",13382690,2012,35,"Yes"
"2325",13579760,2012,21,"surface"
"2326",13353860,2012,56,"No"
"2327",13439425,2012,54,"No"
"2328",13379921,2012,56,"No"
"2329",13474535,2012,27,"st"
"2330",13532834,2012,43,"No"
"2331",13640459,2012,56,"No"
"2332",13559530,2012,40,"Yes"
"2333",13506780,2012,31,"No"
"2334",13433760,2012,27,"Yes"
"2335",13715227,2012,30,"No"
"2336",13389729,2012,51,"No"
"2337",13417240,2012,35,"Yes"
"2338",13499045,2012,27,"No"
"2339",13508376,2012,29,"No"
"2340",13641152,2012,29,"No"
"2341",13463044,2012,25,"No"
"2342",13502933,2012,17,"Yes"
"2343",13365374,2012,36,"Yes"
"2344",13691870,2012,21,"No"
"2345",13345045,2012,31,"No"
"2346",13512639,2012,43,"side"
"2347",13372202,2012,31,"Yes"
"2348",13684272,2012,29,"Yes"
"2349",13343583,2012,27,"Yes"
"2350",13501337,2012,56,"No"
"2351",13606885,2012,51,"No"
"2352",13596130,2012,36,"Yes"
"2353",13612105,2012,26,"Yes"
"2354",13590899,2012,27,"No"
"2355",13718312,2012,46,"Yes"
"2356",13654767,2012,29,"No"
"2357",13574815,2012,36,"Yes"
"2358",13378194,2012,56,"No"
"2359",13602431,2012,30,"No"
"2360",13703591,2012,39,"No"
"2361",13731889,2012,27,"Yes"
"2362",13646205,2012,35,"Yes"
"2363",13692046,2012,36,"in"
"2364",13673077,2012,36,"No"
"2365",13602075,2012,56,"No"
"2366",13445001,2012,35,"Yes"
"2367",13679795,2012,55,"Yes"
"2368",13539986,2012,14,"No"
"2369",13645485,2012,56,"No"
"2370",13701667,2012,21,"Yes"
"2371",13630205,2012,30,"No"
"2372",13599281,2012,55,"No"
"2373",13398705,2012,27,"No"
"2374",13451838,2012,55,"No"
"2375",13598995,2012,36,"Yes"
"2376",13434077,2012,15,"No"
"2377",13454800,2012,38,"Yes"
"2378",13529394,2012,27,"No"
"2379",13627397,2012,56,"No"
"2380",13668268,2012,14,"No"
"2381",13409662,2012,36,"Yes"
"2382",13359374,2012,55,"in"
"2383",13501213,2012,30,"Yes"
"2384",13537307,2012,30,"No"
"2385",13555374,2012,38,"No"
"2386",13636692,2012,54,"No"
"2387",13433228,2012,27,"No"
"2388",13534356,2012,55,"Yes"
"2389",13619650,2012,25,"No"
"2390",13547708,2012,29,"Yes"
"2391",13262115,2012,15,"No"
"2392",13621991,2012,21,"No"
"2393",13518877,2012,56,"No"
"2394",13434076,2012,54,"Yes"
"2395",13676273,2012,21,"No"
"2396",13449287,2012,56,"No"
"2397",13416185,2012,55,"No"
"2398",13561941,2012,30,"No"
"2399",13565640,2012,27,"No"
"2400",13541877,2012,39,"No"
"2401",13431868,2012,27,"Yes"
"2402",13384513,2012,30,"No"
"2403",13609276,2012,27,"Yes"
"2404",13387430,2012,56,"No"
"2405",13696852,2012,43,"No"
"2406",13372854,2012,43,"Yes"
"2407",13259190,2012,14,"env"
"2408",13711171,2012,16,"component"
"2409",13355523,2012,31,"No"
"2410",13565070,2012,25,"No"
"2411",13343660,2012,56,"No"
"2412",13353266,2012,29,"Yes"
"2413",13595978,2012,30,"Yes"
"2414",13348274,2012,35,"Yes"
"2415",13372455,2012,31,"No"
"2416",13348572,2012,21,"No"
"2417",13561026,2012,43,"No"
"2418",13449996,2012,55,"Yes"
"2419",13470052,2012,55,"No"
"2420",13698543,2012,56,"No"
"2421",13414137,2012,39,"Yes"
"2422",13598643,2012,40,"No"
"2423",13468994,2012,36,"Yes"
"2424",13403265,2012,21,"No"
"2425",13382881,2012,36,"Yes"
"2426",13660968,2012,56,"No"
"2427",13547652,2012,2,"No"
"2428",13384699,2012,40,"Yes"
"2429",13483508,2012,27,"printer"
"2430",13398465,2012,25,"No"
"2431",13687460,2012,40,"Yes"
"2432",13442684,2012,39,"No"
"2433",13663973,2012,46,"No"
"2434",13519220,2012,14,"Yes"
"2435",13484851,2012,56,"No"
"2436",13349377,2012,17,"Yes"
"2437",13653326,2012,38,"No"
"2438",13515098,2012,2,"No"
"2439",13572409,2012,54,"Yes"
"2440",13406208,2012,36,"Yes"
"2441",13600992,2012,43,"re"
"2442",13692554,2012,39,"No"
"2443",13685648,2012,39,"No"
"2444",13711707,2012,27,"No"
"2445",13568037,2012,56,"Yes"
"2446",13391982,2012,43,"Yes"
"2447",13382986,2012,43,"Yes"
"2448",13576790,2012,30,"Yes"
"2449",13408113,2012,27,"Yes"
"2450",13602079,2012,35,"Yes"
"2451",13631136,2012,21,"No"
"2452",13345110,2012,39,"Yes"
"2453",13576862,2012,46,"No"
"2454",13640624,2012,21,"No"
"2455",13366110,2012,38,"No"
"2456",13531089,2012,56,"No"
"2457",13577989,2012,46,"No"
"2458",13386176,2012,55,"No"
"2459",13725450,2012,6,"Yes"
"2460",13485207,2012,43,"Yes"
"2461",13680578,2012,21,"No"
"2462",13636299,2012,29,"Yes"
"2463",13403885,2012,35,"Yes"
"2464",13624508,2012,46,"No"
"2465",13702722,2012,32,"No"
"2466",13593369,2012,36,"Yes"
"2467",13500977,2012,35,"No"
"2468",13420677,2012,30,"No"
"2469",13428541,2012,55,"Yes"
"2470",13415580,2012,54,"No"
"2471",13359855,2012,43,"Yes"
"2472",13387673,2012,30,"No"
"2473",13710481,2012,56,"Yes"
"2474",13347364,2012,14,"No"
"2475",13425072,2012,56,"No"
"2476",13364936,2012,38,"No"
"2477",13500973,2012,55,"Yes"
"2478",13375891,2012,46,"No"
"2479",13709313,2012,21,"No"
"2480",13397489,2012,35,"No"
"2481",13673622,2012,40,"Yes"
"2482",13640531,2012,46,"Yes"
"2483",13807748,2012,24,"No"
"2484",13583618,2012,46,"No"
"2485",13402034,2012,31,"No"
"2486",13666337,2012,1,"No"
"2487",13261468,2012,21,"No"
"2488",13578490,2012,25,"No"
"2489",13566000,2012,27,"No"
"2490",13614610,2012,35,"No"
"2491",13493010,2012,56,"No"
"2492",13383767,2012,36,"No"
"2493",13561126,2012,55,"Yes"
"2494",13623287,2012,21,"Yes"
"2495",13519205,2012,8,"No"
"2496",13362774,2012,27,"Yes"
"2497",13534740,2012,53,"Yes"
"2498",13626124,2012,40,"Yes"
"2499",13414517,2012,36,"converter"
"2500",13354757,2012,43,"Yes"
"2501",13505217,2012,15,"No"
"2502",13384644,2012,35,"in"
"2503",13582259,2012,43,"Yes"
"2504",13728140,2012,21,"No"
"2505",13623160,2012,56,"No"
"2506",13383632,2012,36,"Yes"
"2507",13261148,2012,29,"No"
"2508",13416187,2012,25,"No"
"2509",13365571,2012,24,"No"
"2510",13701096,2012,55,"No"
"2511",13384330,2012,55,"Yes"
"2512",13609935,2012,27,"Yes"
"2513",13588607,2012,36,"No"
"2514",13352105,2012,55,"Yes"
"2515",13491022,2012,38,"No"
"2516",13557665,2012,56,"No"
"2517",13694075,2012,24,"Yes"
"2518",13387965,2012,19,"No"
"2519",13659076,2012,43,"Yes"
"2520",13632378,2012,27,"No"
"2521",13645755,2012,29,"No"
"2522",13575532,2012,55,"Yes"
"2523",13479361,2012,54,"No"
"2524",13685963,2012,27,"No"
"2525",13608249,2012,31,"No"
"2526",13453475,2012,54,"No"
"2527",13413923,2012,13,"No"
"2528",13625340,2012,25,"No"
"2529",13518946,2012,30,"the"
"2530",13561137,2012,56,"No"
"2531",13392018,2012,46,"No"
"2532",13730403,2012,27,"No"
"2533",13510942,2012,19,"Yes"
"2534",13658896,2012,43,"Yes"
"2535",13400529,2012,25,"Yes"
"2536",13523484,2012,54,"No"
"2537",13438258,2012,30,"the"
"2538",13486179,2012,40,"in"
"2539",13360627,2012,55,"Yes"
"2540",13469360,2012,31,"No"
"2541",13639854,2012,27,"Yes"
"2542",13656184,2012,27,"Yes"
"2543",13259616,2012,36,"m"
"2544",13519802,2012,35,"Yes"
"2545",13501527,2012,55,"Yes"
"2546",13475856,2012,36,"No"
"2547",13263618,2012,56,"No"
"2548",13609893,2012,56,"Yes"
"2549",13397233,2012,27,"No"
"2550",13472879,2012,30,"No"
"2551",13616800,2012,54,"No"
"2552",13524363,2012,31,"No"
"2553",13535160,2012,55,"No"
"2554",13403923,2012,14,"No"
"2555",13386757,2012,15,"No"
"2556",13634623,2012,55,"Yes"
"2557",13342542,2012,16,"car"
"2558",13387797,2012,17,"No"
"2559",13617125,2012,43,"Yes"
"2560",13690591,2012,35,"Yes"
"2561",13610155,2012,56,"Yes"
"2562",13580585,2012,36,"No"
"2563",13466174,2012,56,"No"
"2564",13485975,2012,40,"No"
"2565",13545420,2012,36,"Yes"
"2566",13713706,2012,40,"No"
"2567",13422231,2012,39,"No"
"2568",13384638,2012,35,"Yes"
"2569",13386461,2012,56,"No"
"2570",13406454,2012,26,"Yes"
"2571",13477395,2012,55,"No"
"2572",13639052,2012,17,"No"
"2573",13431989,2012,27,"No"
"2574",13513487,2012,27,"Yes"
"2575",13365287,2012,52,"No"
"2576",13322385,2012,17,"Yes"
"2577",13600254,2012,21,"Yes"
"2578",13571537,2012,40,"Yes"
"2579",13682378,2012,36,"No"
"2580",13529505,2012,17,"Yes"
"2581",13448661,2012,27,"Yes"
"2582",13428077,2012,56,"No"
"2583",13585242,2012,55,"Yes"
"2584",13370806,2012,43,"No"
"2585",13633071,2012,55,"No"
"2586",13394619,2012,29,"No"
"2587",13430627,2012,56,"No"
"2588",13433383,2012,16,"No"
"2589",13546289,2012,56,"No"
"2590",13393405,2012,40,"No"
"2591",13585186,2012,46,"Yes"
"2592",13585735,2012,27,"No"
"2593",13421743,2012,30,"No"
"2594",13382283,2012,56,"Yes"
"2595",13617984,2012,27,"Yes"
"2596",13495889,2012,31,"Yes"
"2597",13599122,2012,56,"No"
"2598",13666033,2012,55,"No"
"2599",13668350,2012,54,"No"
"2600",13392226,2012,55,"No"
"2601",13609892,2012,27,"Yes"
"2602",13497205,2012,30,"No"
"2603",13393597,2012,30,"No"
"2604",13541445,2012,56,"No"
"2605",13484511,2012,27,"Yes"
"2606",13396425,2012,8,"Yes"
"2607",13460435,2012,56,"No"
"2608",13427433,2012,21,"No"
"2609",13450799,2012,46,"No"
"2610",13397528,2012,55,"measure"
"2611",13658969,2012,21,"No"
"2612",13420689,2012,43,"Yes"
"2613",13678645,2012,27,"Yes"
"2614",13711790,2012,14,"Yes"
"2615",13370997,2012,56,"No"
"2616",13392820,2012,25,"No"
"2617",13353690,2012,13,"No"
"2618",13540399,2012,35,"Yes"
"2619",13655884,2012,43,"No"
"2620",13705954,2012,36,"Yes"
"2621",13699395,2012,43,"No"
"2622",13521998,2012,43,"Yes"
"2623",13543840,2012,39,"emb"
"2624",13587037,2012,43,"No"
"2625",13446015,2012,29,"Yes"
"2626",13480196,2012,54,"No"
"2627",13579163,2012,43,"No"
"2628",13554998,2012,36,"No"
"2629",13478603,2012,39,"Yes"
"2630",13664019,2012,27,"No"
"2631",13639250,2012,46,"No"
"2632",13705869,2012,27,"No"
"2633",13502417,2012,43,"Yes"
"2634",13462522,2012,43,"No"
"2635",13468210,2012,21,"No"
"2636",13464008,2012,56,"No"
"2637",13521474,2012,29,"No"
"2638",13710485,2012,39,"No"
"2639",13544720,2012,46,"No"
"2640",13650599,2012,29,"in"
"2641",13675486,2012,52,"No"
"2642",13547136,2012,30,"No"
"2643",13434999,2012,54,"Yes"
"2644",13549448,2012,54,"No"
"2645",13345401,2012,56,"No"
"2646",13388892,2012,25,"No"
"2647",13525474,2012,16,"Yes"
"2648",13355272,2012,25,"No"
"2649",13436529,2012,43,"Yes"
"2650",13549235,2012,56,"No"
"2651",13683747,2012,56,"Yes"
"2652",13602768,2012,23,"No"
"2653",13433215,2012,43,"Yes"
"2654",13537191,2012,39,"No"
"2655",13552622,2012,30,"No"
"2656",13526136,2012,43,"No"
"2657",13607240,2012,14,"Yes"
"2658",13723398,2012,54,"No"
"2659",13638410,2012,26,"No"
"2660",13424584,2012,30,"Yes"
"2661",13318525,2012,43,"No"
"2662",13556680,2012,30,"No"
"2663",13353671,2012,38,"No"
"2664",13397522,2012,26,"No"
"2665",13473677,2012,35,"which"
